% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
8.005	1	2	801	6	1	28	9422	0	0
8.006	1	1	801	7	2	28	9422	0	0
8.007	1	2	801	8	1	28	9422	0	0
8.008	1	1	801	9	2	28	9422	0	0
8.009	1	2	801	10	1	28	9422	0	0
8.01	1	1	802	1	2	28	9422	0	0
8.011	1	2	802	2	1	28	9422	0	0
8.013	1	1	802	4	2	28	9422	0	0
8.014	1	2	802	5	1	28	9422	0	0
8.015	1	1	802	6	2	28	9422	0	0
8.016	1	2	802	7	1	28	9422	0	0
8.017	1	1	802	8	2	28	9422	0	0
8.018	1	2	802	9	1	28	9422	0	0
8.019	1	1	802	10	2	28	9422	0	0
8.02	1	2	803	1	1	28	9422	0	0
8.022	1	1	803	3	2	28	9422	0	0
8.023	1	2	803	4	1	28	9422	0	0
8.024	1	1	803	5	2	28	9422	0	0
8.025	1	2	803	6	1	28	9422	0	0
8.026	1	1	803	7	2	28	9422	0	0
8.027	1	2	803	8	1	28	9422	0	0
8.028	1	1	803	9	2	28	9422	0	0
8.029	1	2	803	10	1	28	9422	0	0
8.031	1	1	804	2	2	28	9422	0	0
8.032	1	2	804	3	1	28	9422	0	0
8.033	1	1	804	4	2	28	9422	0	0
8.034	1	2	804	5	1	28	9422	0	0
8.035	1	1	804	6	2	28	9422	0	0
8.036	1	2	804	7	1	28	9422	0	0
8.037	1	1	804	8	2	28	9422	0	0
8.038	1	2	804	9	1	28	9422	0	0
8.04	1	1	805	1	2	28	9422	0	0
8.041	1	2	805	2	1	28	9422	0	0
8.042	1	1	805	3	2	28	9422	0	0
8.043	1	2	805	4	1	28	9422	0	0
8.044	1	1	805	5	2	28	9422	0	0
8.045	1	2	805	6	1	28	9422	0	0
8.046	1	1	805	7	2	28	9422	0	0
8.047	1	2	805	8	1	28	9422	0	0
8.048	1	1	805	9	2	28	9422	0	0
8.049	1	2	805	10	1	28	9422	0	0
8.051	1	1	806	2	2	28	9422	0	0
8.052	1	2	806	3	1	28	9422	0	0
8.053	1	1	806	4	2	28	9422	0	0
8.054	1	2	806	5	1	28	9422	0	0
8.055	1	1	806	6	2	28	9422	0	0
8.056	1	2	806	7	1	28	9422	0	0
8.057	1	1	806	8	2	28	9422	0	0
8.058	1	2	806	9	1	28	9422	0	0
8.06	1	1	807	1	2	28	9422	0	0
8.061	1	2	807	2	1	28	9422	0	0
8.062	1	1	807	3	2	28	9422	0	0
8.063	1	2	807	4	1	28	9422	0	0
8.064	1	1	807	5	2	28	9422	0	0
8.065	1	2	807	6	1	28	9422	0	0
8.066	1	1	807	7	2	28	9422	0	0
8.067	1	2	807	8	1	28	9422	0	0
8.069	1	1	807	10	2	28	9422	0	0
8.07	1	2	808	1	1	28	9422	0	0
8.071	1	1	808	2	2	28	9422	0	0
8.072	1	2	808	3	1	28	9422	0	0
8.073	1	1	808	4	2	28	9422	0	0
8.074	1	2	808	5	1	28	9422	0	0
8.075	1	1	808	6	2	28	9422	0	0
8.076	1	2	808	7	1	28	9422	0	0
8.078	1	1	808	9	2	28	9422	0	0
8.079	1	2	808	10	1	28	9422	0	0
8.08	1	1	809	1	2	28	9422	0	0
8.081	1	2	809	2	1	28	9422	0	0
8.082	1	1	809	3	2	28	9422	0	0
8.083	1	2	809	4	1	28	9422	0	0
8.084	1	1	809	5	2	28	9422	0	0
8.085	1	2	809	6	1	28	9422	0	0
8.087	1	1	809	8	2	28	9422	0	0
8.088	1	2	809	9	1	28	9422	0	0
8.089	1	1	809	10	2	28	9422	0	0
8.09	1	2	810	1	1	28	9422	0	0
8.091	1	1	810	2	2	28	9422	0	0
8.092	1	2	810	3	1	28	9422	0	0
8.093	1	1	810	4	2	28	9422	0	0
8.094	1	2	810	5	1	28	9422	0	0
8.096	1	1	810	7	2	28	9422	0	0
8.097	1	2	810	8	1	28	9422	0	0
8.098	1	1	810	9	2	28	9422	0	0
8.099	1	2	810	10	1	28	9422	0	0
8.1	1	1	811	1	2	28	9422	0	0
8.101	1	2	811	2	1	28	9422	0	0
8.102	1	1	811	3	2	28	9422	0	0
8.103	1	2	811	4	1	28	9422	0	0
8.104	1	1	811	5	2	28	9422	0	0
8.105	1	2	811	6	1	28	9422	0	0
8.107	1	1	811	8	2	28	9422	0	0
8.108	1	2	811	9	1	28	9422	0	0
8.109	1	1	811	10	2	28	9422	0	0
8.11	1	2	812	1	1	28	9422	0	0
8.111	1	1	812	2	2	28	9422	0	0
8.112	1	2	812	3	1	28	9422	0	0
8.113	1	1	812	4	2	28	9422	0	0
8.114	1	2	812	5	1	28	9422	0	0
8.116	1	1	812	7	2	28	9422	0	0
8.117	1	2	812	8	1	28	9422	0	0
8.118	1	1	812	9	2	28	9422	0	0
8.119	1	2	812	10	1	28	9422	0	0
8.12	1	1	813	1	2	28	9422	0	0
8.121	1	2	813	2	1	28	9422	0	0
8.122	1	1	813	3	2	28	9422	0	0
8.123	1	2	813	4	1	28	9422	0	0
8.125	1	1	813	6	2	28	9422	0	0
8.126	1	2	813	7	1	28	9422	0	0
8.127	1	1	813	8	2	28	9422	0	0
8.128	1	2	813	9	1	28	9422	0	0
8.129	1	1	813	10	2	28	9422	0	0
8.13	1	2	814	1	1	28	9422	0	0
8.131	1	1	814	2	2	28	9422	0	0
8.132	1	2	814	3	1	28	9422	0	0
8.134	1	1	814	5	2	28	9422	0	0
8.135	1	2	814	6	1	28	9422	0	0
8.136	1	1	814	7	2	28	9422	0	0
8.137	1	2	814	8	1	28	9422	0	0
8.138	1	1	814	9	2	28	9422	0	0
8.139	1	2	814	10	1	28	9422	0	0
8.14	1	1	815	1	2	28	9422	0	0
8.141	1	2	815	2	1	28	9422	0	0
8.143	1	1	815	4	2	28	9422	0	0
8.144	1	2	815	5	1	28	9422	0	0
8.145	1	1	815	6	2	28	9422	0	0
8.146	1	2	815	7	1	28	9422	0	0
8.147	1	1	815	8	2	28	9422	0	0
8.148	1	2	815	9	1	28	9422	0	0
8.149	1	1	815	10	2	28	9422	0	0
8.15	1	2	816	1	1	28	9422	0	0
8.152	1	1	816	3	2	28	9422	0	0
8.153	1	2	816	4	1	28	9422	0	0
8.154	1	1	816	5	2	28	9422	0	0
8.155	1	2	816	6	1	28	9422	0	0
8.156	1	1	816	7	2	28	9422	0	0
8.157	1	2	816	8	1	28	9422	0	0
8.158	1	1	816	9	2	28	9422	0	0
8.159	1	2	816	10	1	28	9422	0	0
8.16	1	1	817	1	2	28	9422	0	0
8.161	1	2	817	2	1	28	9422	0	0
8.163	1	1	817	4	2	28	9422	0	0
8.164	1	2	817	5	1	28	9422	0	0
8.165	1	1	817	6	2	28	9422	0	0
8.166	1	2	817	7	1	28	9422	0	0
8.167	1	1	817	8	2	28	9422	0	0
8.168	1	2	817	9	1	28	9422	0	0
8.169	1	1	817	10	2	28	9422	0	0
8.17	1	2	818	1	1	28	9422	0	0
8.172	1	1	818	3	2	28	9422	0	0
8.173	1	2	818	4	1	28	9422	0	0
8.174	1	1	818	5	2	28	9422	0	0
8.175	1	2	818	6	1	28	9422	0	0
8.176	1	1	818	7	2	28	9422	0	0
8.177	1	2	818	8	1	28	9422	0	0
8.178	1	1	818	9	2	28	9422	0	0
8.179	1	2	818	10	1	28	9422	0	0
8.181	1	1	819	2	2	28	9422	0	0
8.182	1	2	819	3	1	28	9422	0	0
8.183	1	1	819	4	2	28	9422	0	0
8.184	1	2	819	5	1	28	9422	0	0
8.185	1	1	819	6	2	28	9422	0	0
8.186	1	2	819	7	1	28	9422	0	0
8.187	1	1	819	8	2	28	9422	0	0
8.188	1	2	819	9	1	28	9422	0	0
8.19	1	1	820	1	2	28	9422	0	0
8.191	1	2	820	2	1	28	9422	0	0
8.192	1	1	820	3	2	28	9422	0	0
8.193	1	2	820	4	1	28	9422	0	0
8.194	1	1	820	5	2	28	9422	0	0
8.195	1	2	820	6	1	28	9422	0	0
8.196	1	1	820	7	2	28	9422	0	0
8.197	1	2	820	8	1	28	9422	0	0
8.199	1	1	820	10	2	28	9422	0	0
8.2	1	2	821	1	1	28	9422	0	0
8.201	1	1	821	2	2	28	9422	0	0
8.202	1	2	821	3	1	28	9422	0	0
8.203	1	1	821	4	2	28	9422	0	0
8.204	1	2	821	5	1	28	9422	0	0
8.205	1	1	821	6	2	28	9422	0	0
8.206	1	2	821	7	1	28	9422	0	0
8.208	1	1	821	9	2	28	9422	0	0
8.209	1	2	821	10	1	28	9422	0	0
8.21	1	1	822	1	2	28	9422	0	0
8.211	1	2	822	2	1	28	9422	0	0
8.212	1	1	822	3	2	28	9422	0	0
8.213	1	2	822	4	1	28	9422	0	0
8.214	1	1	822	5	2	28	9422	0	0
8.215	1	2	822	6	1	28	9422	0	0
8.216	1	1	822	7	2	28	9422	0	0
8.217	1	2	822	8	1	28	9422	0	0
8.219	1	1	822	10	2	28	9422	0	0
8.22	1	2	823	1	1	28	9422	0	0
8.221	1	1	823	2	2	28	9422	0	0
8.222	1	2	823	3	1	28	9422	0	0
8.223	1	1	823	4	2	28	9422	0	0
8.224	1	2	823	5	1	28	9422	0	0
8.225	1	1	823	6	2	28	9422	0	0
8.226	1	2	823	7	1	28	9422	0	0
8.228	1	1	823	9	2	28	9422	0	0
8.229	1	2	823	10	1	28	9422	0	0
8.23	1	1	824	1	2	28	9422	0	0
8.231	1	2	824	2	1	28	9422	0	0
8.232	1	1	824	3	2	28	9422	0	0
8.233	1	2	824	4	1	28	9422	0	0
8.234	1	1	824	5	2	28	9422	0	0
8.235	1	2	824	6	1	28	9422	0	0
8.237	1	1	824	8	2	28	9422	0	0
8.238	1	2	824	9	1	28	9422	0	0
8.239	1	1	824	10	2	28	9422	0	0
8.24	1	2	825	1	1	28	9422	0	0
8.241	1	1	825	2	2	28	9422	0	0
8.242	1	2	825	3	1	28	9422	0	0
8.243	1	1	825	4	2	28	9422	0	0
8.244	1	2	825	5	1	28	9422	0	0
8.246	1	1	825	7	2	28	9422	0	0
8.247	1	2	825	8	1	28	9422	0	0
8.248	1	1	825	9	2	28	9422	0	0
8.249	1	2	825	10	1	28	9422	0	0
8.25	1	1	826	1	2	28	9422	0	0
8.251	1	2	826	2	1	28	9422	0	0
8.252	1	1	826	3	2	28	9422	0	0
8.253	1	2	826	4	1	28	9422	0	0
8.255	1	1	826	6	2	28	9422	0	0
8.256	1	2	826	7	1	28	9422	0	0
8.257	1	1	826	8	2	28	9422	0	0
8.258	1	2	826	9	1	28	9422	0	0
8.259	1	1	826	10	2	28	9422	0	0
8.26	1	2	827	1	1	28	9422	0	0
8.261	1	1	827	2	2	28	9422	0	0
8.262	1	2	827	3	1	28	9422	0	0
8.264	1	1	827	5	2	28	9422	0	0
8.265	1	2	827	6	1	28	9422	0	0
8.266	1	1	827	7	2	28	9422	0	0
8.267	1	2	827	8	1	28	9422	0	0
8.268	1	1	827	9	2	28	9422	0	0
8.269	1	2	827	10	1	28	9422	0	0
8.27	1	1	828	1	2	28	9422	0	0
8.271	1	2	828	2	1	28	9422	0	0
8.272	1	1	828	3	2	28	9422	0	0
8.273	1	2	828	4	1	28	9422	0	0
8.275	1	1	828	6	2	28	9422	0	0
8.276	1	2	828	7	1	28	9422	0	0
8.277	1	1	828	8	2	28	9422	0	0
8.278	1	2	828	9	1	28	9422	0	0
8.279	1	1	828	10	2	28	9422	0	0
8.28	1	2	829	1	1	28	9422	0	0
8.281	1	1	829	2	2	28	9422	0	0
8.282	1	2	829	3	1	28	9422	0	0
8.284	1	1	829	5	2	28	9422	0	0
8.285	1	2	829	6	1	28	9422	0	0
8.286	1	1	829	7	2	28	9422	0	0
8.287	1	2	829	8	1	28	9422	0	0
8.288	1	1	829	9	2	28	9422	0	0
8.289	1	2	829	10	1	28	9422	0	0
8.29	1	1	830	1	2	28	9422	0	0
8.291	1	2	830	2	1	28	9422	0	0
8.293	1	1	830	4	2	28	9422	0	0
8.294	1	2	830	5	1	28	9422	0	0
8.295	1	1	830	6	2	28	9422	0	0
8.296	1	2	830	7	1	28	9422	0	0
8.297	1	1	830	8	2	28	9422	0	0
8.298	1	2	830	9	1	28	9422	0	0
8.299	1	1	830	10	2	28	9422	0	0
8.3	1	2	831	1	1	28	9422	0	0
8.302	1	1	831	3	2	28	9422	0	0
8.303	1	2	831	4	1	28	9422	0	0
8.304	1	1	831	5	2	28	9422	0	0
8.305	1	2	831	6	1	28	9422	0	0
8.306	1	1	831	7	2	28	9422	0	0
8.307	1	2	831	8	1	28	9422	0	0
8.308	1	1	831	9	2	28	9422	0	0
8.309	1	2	831	10	1	28	9422	0	0
8.311	1	1	832	2	2	28	9422	0	0
8.312	1	2	832	3	1	28	9422	0	0
8.313	1	1	832	4	2	28	9422	0	0
8.314	1	2	832	5	1	28	9422	0	0
8.315	1	1	832	6	2	28	9422	0	0
8.316	1	2	832	7	1	28	9422	0	0
8.317	1	1	832	8	2	28	9422	0	0
8.318	1	2	832	9	1	28	9422	0	0
8.32	1	1	833	1	2	28	9422	0	0
8.321	1	2	833	2	1	28	9422	0	0
8.322	1	1	833	3	2	28	9422	0	0
8.323	1	2	833	4	1	28	9422	0	0
8.324	1	1	833	5	2	28	9422	0	0
8.325	1	2	833	6	1	28	9422	0	0
8.326	1	1	833	7	2	28	9422	0	0
8.327	1	2	833	8	1	28	9422	0	0
8.328	1	1	833	9	2	28	9422	0	0
8.329	1	2	833	10	1	28	9422	0	0
8.331	1	1	834	2	2	28	9422	0	0
8.332	1	2	834	3	1	28	9422	0	0
8.333	1	1	834	4	2	28	9422	0	0
8.334	1	2	834	5	1	28	9422	0	0
8.335	1	1	834	6	2	28	9422	0	0
8.336	1	2	834	7	1	28	9422	0	0
8.337	1	1	834	8	2	28	9422	0	0
8.338	1	2	834	9	1	28	9422	0	0
8.34	1	1	835	1	2	28	9422	0	0
8.341	1	2	835	2	1	28	9422	0	0
8.342	1	1	835	3	2	28	9422	0	0
8.343	1	2	835	4	1	28	9422	0	0
8.344	1	1	835	5	2	28	9422	0	0
8.345	1	2	835	6	1	28	9422	0	0
8.346	1	1	835	7	2	28	9422	0	0
8.347	1	2	835	8	1	28	9422	0	0
8.349	1	1	835	10	2	28	9422	0	0
8.35	1	2	836	1	1	28	9422	0	0
8.351	1	1	836	2	2	28	9422	0	0
8.352	1	2	836	3	1	28	9422	0	0
8.353	1	1	836	4	2	28	9422	0	0
8.354	1	2	836	5	1	28	9422	0	0
8.355	1	1	836	6	2	28	9422	0	0
8.356	1	2	836	7	1	28	9422	0	0
8.358	1	1	836	9	2	28	9422	0	0
8.359	1	2	836	10	1	28	9422	0	0
8.36	1	1	837	1	2	28	9422	0	0
8.361	1	2	837	2	1	28	9422	0	0
8.362	1	1	837	3	2	28	9422	0	0
8.363	1	2	837	4	1	28	9422	0	0
8.364	1	1	837	5	2	28	9422	0	0
8.365	1	2	837	6	1	28	9422	0	0
8.367	1	1	837	8	2	28	9422	0	0
8.368	1	2	837	9	1	28	9422	0	0
8.369	1	1	837	10	2	28	9422	0	0
8.37	1	2	838	1	1	28	9422	0	0
8.371	1	1	838	2	2	28	9422	0	0
8.372	1	2	838	3	1	28	9422	0	0
8.373	1	1	838	4	2	28	9422	0	0
8.374	1	2	838	5	1	28	9422	0	0
8.376	1	1	838	7	2	28	9422	0	0
8.377	1	2	838	8	1	28	9422	0	0
8.378	1	1	838	9	2	28	9422	0	0
8.379	1	2	838	10	1	28	9422	0	0
8.38	1	1	839	1	2	28	9422	0	0
8.381	1	2	839	2	1	28	9422	0	0
8.382	1	1	839	3	2	28	9422	0	0
8.383	1	2	839	4	1	28	9422	0	0
8.384	1	1	839	5	2	28	9422	0	0
8.385	1	2	839	6	1	28	9422	0	0
8.387	1	1	839	8	2	28	9422	0	0
8.388	1	2	839	9	1	28	9422	0	0
8.389	1	1	839	10	2	28	9422	0	0
8.39	1	2	840	1	1	28	9422	0	0
8.391	1	1	840	2	2	28	9422	0	0
8.392	1	2	840	3	1	28	9422	0	0
8.393	1	1	840	4	2	28	9422	0	0
8.394	1	2	840	5	1	28	9422	0	0
8.396	1	1	840	7	2	28	9422	0	0
8.397	1	2	840	8	1	28	9422	0	0
8.398	1	1	840	9	2	28	9422	0	0
8.399	1	2	840	10	1	28	9422	0	0
8.4	1	1	841	1	2	28	9422	0	0
8.401	1	2	841	2	1	28	9422	0	0
8.402	1	1	841	3	2	28	9422	0	0
8.403	1	2	841	4	1	28	9422	0	0
8.405	1	1	841	6	2	28	9422	0	0
8.406	1	2	841	7	1	28	9422	0	0
8.407	1	1	841	8	2	28	9422	0	0
8.408	1	2	841	9	1	28	9422	0	0
8.409	1	1	841	10	2	28	9422	0	0
8.41	1	2	842	1	1	28	9422	0	0
8.411	1	1	842	2	2	28	9422	0	0
8.412	1	2	842	3	1	28	9422	0	0
8.414	1	1	842	5	2	28	9422	0	0
8.415	1	2	842	6	1	28	9422	0	0
8.416	1	1	842	7	2	28	9422	0	0
8.417	1	2	842	8	1	28	9422	0	0
8.418	1	1	842	9	2	28	9422	0	0
8.419	1	2	842	10	1	28	9422	0	0
8.42	1	1	843	1	2	28	9422	0	0
8.421	1	2	843	2	1	28	9422	0	0
8.423	1	1	843	4	2	28	9422	0	0
8.424	1	2	843	5	1	28	9422	0	0
8.425	1	1	843	6	2	28	9422	0	0
8.426	1	2	843	7	1	28	9422	0	0
8.427	1	1	843	8	2	28	9422	0	0
8.428	1	2	843	9	1	28	9422	0	0
8.429	1	1	843	10	2	28	9422	0	0
8.43	1	2	844	1	1	28	9422	0	0
8.432	1	1	844	3	2	28	9422	0	0
8.433	1	2	844	4	1	28	9422	0	0
8.434	1	1	844	5	2	28	9422	0	0
8.435	1	2	844	6	1	28	9422	0	0
8.436	1	1	844	7	2	28	9422	0	0
8.437	1	2	844	8	1	28	9422	0	0
8.438	1	1	844	9	2	28	9422	0	0
8.439	1	2	844	10	1	28	9422	0	0
8.44	1	1	845	1	2	28	9422	0	0
8.441	1	2	845	2	1	28	9422	0	0
8.443	1	1	845	4	2	28	9422	0	0
8.444	1	2	845	5	1	28	9422	0	0
8.445	1	1	845	6	2	28	9422	0	0
8.446	1	2	845	7	1	28	9422	0	0
8.447	1	1	845	8	2	28	9422	0	0
8.448	1	2	845	9	1	28	9422	0	0
8.449	1	1	845	10	2	28	9422	0	0
8.45	1	2	846	1	1	28	9422	0	0
8.452	1	1	846	3	2	28	9422	0	0
8.453	1	2	846	4	1	28	9422	0	0
8.454	1	1	846	5	2	28	9422	0	0
8.455	1	2	846	6	1	28	9422	0	0
8.456	1	1	846	7	2	28	9422	0	0
8.457	1	2	846	8	1	28	9422	0	0
8.458	1	1	846	9	2	28	9422	0	0
8.459	1	2	846	10	1	28	9422	0	0
8.461	1	1	847	2	2	28	9422	0	0
8.462	1	2	847	3	1	28	9422	0	0
8.463	1	1	847	4	2	28	9422	0	0
8.464	1	2	847	5	1	28	9422	0	0
8.465	1	1	847	6	2	28	9422	0	0
8.466	1	2	847	7	1	28	9422	0	0
8.467	1	1	847	8	2	28	9422	0	0
8.468	1	2	847	9	1	28	9422	0	0
8.47	1	1	848	1	2	28	9422	0	0
8.471	1	2	848	2	1	28	9422	0	0
8.472	1	1	848	3	2	28	9422	0	0
8.473	1	2	848	4	1	28	9422	0	0
8.474	1	1	848	5	2	28	9422	0	0
8.475	1	2	848	6	1	28	9422	0	0
8.476	1	1	848	7	2	28	9422	0	0
8.477	1	2	848	8	1	28	9422	0	0
8.479	1	1	848	10	2	28	9422	0	0
8.48	1	2	849	1	1	28	9422	0	0
8.481	1	1	849	2	2	28	9422	0	0
8.482	1	2	849	3	1	28	9422	0	0
8.483	1	1	849	4	2	28	9422	0	0
8.484	1	2	849	5	1	28	9422	0	0
8.485	1	1	849	6	2	28	9422	0	0
8.486	1	2	849	7	1	28	9422	0	0
8.488	1	1	849	9	2	28	9422	0	0
8.489	1	2	849	10	1	28	9422	0	0
8.49	1	1	850	1	2	28	9422	0	0
8.491	1	2	850	2	1	28	9422	0	0
8.492	1	1	850	3	2	28	9422	0	0
8.493	1	2	850	4	1	28	9422	0	0
8.494	1	1	850	5	2	28	9422	0	0
8.495	1	2	850	6	1	28	9422	0	0
8.496	1	1	850	7	2	28	9422	0	0
8.497	1	2	850	8	1	28	9422	0	0
8.499	1	1	850	10	2	28	9422	0	0
8.5	1	2	851	1	1	28	9422	0	0
8.501	1	1	851	2	2	28	9422	0	0
8.502	1	2	851	3	1	28	9422	0	0
8.503	1	1	851	4	2	28	9422	0	0
8.504	1	2	851	5	1	28	9422	0	0
8.505	1	1	851	6	2	28	9422	0	0
8.506	1	2	851	7	1	28	9422	0	0
8.508	1	1	851	9	2	28	9422	0	0
8.509	1	2	851	10	1	28	9422	0	0
8.51	1	1	852	1	2	28	9422	0	0
8.511	1	2	852	2	1	28	9422	0	0
8.512	1	1	852	3	2	28	9422	0	0
8.513	1	2	852	4	1	28	9422	0	0
8.514	1	1	852	5	2	28	9422	0	0
8.515	1	2	852	6	1	28	9422	0	0
8.517	1	1	852	8	2	28	9422	0	0
8.518	1	2	852	9	1	28	9422	0	0
8.519	1	1	852	10	2	28	9422	0	0
8.52	1	2	853	1	1	28	9422	0	0
8.521	1	1	853	2	2	28	9422	0	0
8.522	1	2	853	3	1	28	9422	0	0
8.523	1	1	853	4	2	28	9422	0	0
8.524	1	2	853	5	1	28	9422	0	0
8.526	1	1	853	7	2	28	9422	0	0
8.527	1	2	853	8	1	28	9422	0	0
8.528	1	1	853	9	2	28	9422	0	0
8.529	1	2	853	10	1	28	9422	0	0
8.53	1	1	854	1	2	28	9422	0	0
8.531	1	2	854	2	1	28	9422	0	0
8.532	1	1	854	3	2	28	9422	0	0
8.533	1	2	854	4	1	28	9422	0	0
8.535	1	1	854	6	2	28	9422	0	0
8.536	1	2	854	7	1	28	9422	0	0
8.537	1	1	854	8	2	28	9422	0	0
8.538	1	2	854	9	1	28	9422	0	0
8.539	1	1	854	10	2	28	9422	0	0
8.54	1	2	855	1	1	28	9422	0	0
8.541	1	1	855	2	2	28	9422	0	0
8.542	1	2	855	3	1	28	9422	0	0
8.544	1	1	855	5	2	28	9422	0	0
8.545	1	2	855	6	1	28	9422	0	0
8.546	1	1	855	7	2	28	9422	0	0
8.547	1	2	855	8	1	28	9422	0	0
8.548	1	1	855	9	2	28	9422	0	0
8.549	1	2	855	10	1	28	9422	0	0
8.55	1	1	856	1	2	28	9422	0	0
8.551	1	2	856	2	1	28	9422	0	0
8.552	1	1	856	3	2	28	9422	0	0
8.553	1	2	856	4	1	28	9422	0	0
8.555	1	1	856	6	2	28	9422	0	0
8.556	1	2	856	7	1	28	9422	0	0
8.557	1	1	856	8	2	28	9422	0	0
8.558	1	2	856	9	1	28	9422	0	0
8.559	1	1	856	10	2	28	9422	0	0
8.56	1	2	857	1	1	28	9422	0	0
8.561	1	1	857	2	2	28	9422	0	0
8.562	1	2	857	3	1	28	9422	0	0
8.564	1	1	857	5	2	28	9422	0	0
8.565	1	2	857	6	1	28	9422	0	0
8.566	1	1	857	7	2	28	9422	0	0
8.567	1	2	857	8	1	28	9422	0	0
8.568	1	1	857	9	2	28	9422	0	0
8.569	1	2	857	10	1	28	9422	0	0
8.57	1	1	858	1	2	28	9422	0	0
8.571	1	2	858	2	1	28	9422	0	0
8.573	1	1	858	4	2	28	9422	0	0
8.574	1	2	858	5	1	28	9422	0	0
8.575	1	1	858	6	2	28	9422	0	0
8.576	1	2	858	7	1	28	9422	0	0
8.577	1	1	858	8	2	28	9422	0	0
8.578	1	2	858	9	1	28	9422	0	0
8.579	1	1	858	10	2	28	9422	0	0
8.58	1	2	859	1	1	28	9422	0	0
8.582	1	1	859	3	2	28	9422	0	0
8.583	1	2	859	4	1	28	9422	0	0
8.584	1	1	859	5	2	28	9422	0	0
8.585	1	2	859	6	1	28	9422	0	0
8.586	1	1	859	7	2	28	9422	0	0
8.587	1	2	859	8	1	28	9422	0	0
8.588	1	1	859	9	2	28	9422	0	0
8.589	1	2	859	10	1	28	9422	0	0
8.591	1	1	860	2	2	28	9422	0	0
8.592	1	2	860	3	1	28	9422	0	0
8.593	1	1	860	4	2	28	9422	0	0
8.594	1	2	860	5	1	28	9422	0	0
8.595	1	1	860	6	2	28	9422	0	0
8.596	1	2	860	7	1	28	9422	0	0
8.597	1	1	860	8	2	28	9422	0	0
8.598	1	2	860	9	1	28	9422	0	0
8.6	1	1	861	1	2	28	9422	0	0
8.601	1	2	861	2	1	28	9422	0	0
8.602	1	1	861	3	2	28	9422	0	0
8.603	1	2	861	4	1	28	9422	0	0
8.604	1	1	861	5	2	28	9422	0	0
8.605	1	2	861	6	1	28	9422	0	0
8.606	1	1	861	7	2	28	9422	0	0
8.607	1	2	861	8	1	28	9422	0	0
8.608	1	1	861	9	2	28	9422	0	0
8.609	1	2	861	10	1	28	9422	0	0
8.611	1	1	862	2	2	28	9422	0	0
8.612	1	2	862	3	1	28	9422	0	0
8.613	1	1	862	4	2	28	9422	0	0
8.614	1	2	862	5	1	28	9422	0	0
8.615	1	1	862	6	2	28	9422	0	0
8.616	1	2	862	7	1	28	9422	0	0
8.617	1	1	862	8	2	28	9422	0	0
8.618	1	2	862	9	1	28	9422	0	0
8.62	1	1	863	1	2	28	9422	0	0
8.621	1	2	863	2	1	28	9422	0	0
8.622	1	1	863	3	2	28	9422	0	0
8.623	1	2	863	4	1	28	9422	0	0
8.624	1	1	863	5	2	28	9422	0	0
8.625	1	2	863	6	1	28	9422	0	0
8.626	1	1	863	7	2	28	9422	0	0
8.627	1	2	863	8	1	28	9422	0	0
8.629	1	1	863	10	2	28	9422	0	0
8.63	1	2	864	1	1	28	9422	0	0
8.631	1	1	864	2	2	28	9422	0	0
8.632	1	2	864	3	1	28	9422	0	0
8.633	1	1	864	4	2	28	9422	0	0
8.634	1	2	864	5	1	28	9422	0	0
8.635	1	1	864	6	2	28	9422	0	0
8.636	1	2	864	7	1	28	9422	0	0
8.638	1	1	864	9	2	28	9422	0	0
8.639	1	2	864	10	1	28	9422	0	0
8.64	1	1	865	1	2	28	9422	0	0
8.641	1	2	865	2	1	28	9422	0	0
8.642	1	1	865	3	2	28	9422	0	0
8.643	1	2	865	4	1	28	9422	0	0
8.644	1	1	865	5	2	28	9422	0	0
8.645	1	2	865	6	1	28	9422	0	0
8.647	1	1	865	8	2	28	9422	0	0
8.648	1	2	865	9	1	28	9422	0	0
8.649	1	1	865	10	2	28	9422	0	0
8.65	1	2	866	1	1	28	9422	0	0
8.651	1	1	866	2	2	28	9422	0	0
8.652	1	2	866	3	1	28	9422	0	0
8.653	1	1	866	4	2	28	9422	0	0
8.654	1	2	866	5	1	28	9422	0	0
8.656	1	1	866	7	2	28	9422	0	0
8.657	1	2	866	8	1	28	9422	0	0
8.658	1	1	866	9	2	28	9422	0	0
8.659	1	2	866	10	1	28	9422	0	0
8.66	1	1	867	1	2	28	9422	0	0
8.661	1	2	867	2	1	28	9422	0	0
8.662	1	1	867	3	2	28	9422	0	0
8.663	1	2	867	4	1	28	9422	0	0
8.664	1	1	867	5	2	28	9422	0	0
8.665	1	2	867	6	1	28	9422	0	0
8.667	1	1	867	8	2	28	9422	0	0
8.668	1	2	867	9	1	28	9422	0	0
8.669	1	1	867	10	2	28	9422	0	0
8.67	1	2	868	1	1	28	9422	0	0
8.671	1	1	868	2	2	28	9422	0	0
8.672	1	2	868	3	1	28	9422	0	0
8.673	1	1	868	4	2	28	9422	0	0
8.674	1	2	868	5	1	28	9422	0	0
8.676	1	1	868	7	2	28	9422	0	0
8.677	1	2	868	8	1	28	9422	0	0
8.678	1	1	868	9	2	28	9422	0	0
8.679	1	2	868	10	1	28	9422	0	0
8.68	1	1	869	1	2	28	9422	0	0
8.681	1	2	869	2	1	28	9422	0	0
8.682	1	1	869	3	2	28	9422	0	0
